Position	XHC133-SI-GA-G4
chr14:55067155-55067272	
chr14:55066850-55066965	
chr14:55065930-55066041	
chr14:54862563-54862676	
chr14:54843072-54843186	
chr14:54792655-54792769	
chr14:54791608-54791718	
chr14:54790932-54791042	
chr14:54790705-54790815	
chr14:54790622-54790758	
chr14:54688881-54688998	
chr14:54597054-54597169	
chr14:54567607-54567718	
chr14:54425334-54425445	
chr14:53949833-53949951	
chr14:53152712-53152826	
chr14:53051004-53051119	
chr14:53046743-53046853	
chr14:52999749-52999862	
chr14:52880953-52881063	
chr14:52776198-52776309	
chr14:52775260-52775370	
chr14:52774541-52774658	
chr14:52774349-52774462	
chr14:52774285-52774399	
chr14:52773291-52773406	
chr14:52771281-52771391	
chr14:52641257-52641367	
chr14:52640941-52641051	
chr14:52044366-52044476	
chr14:51968307-51968417	
chr14:51255343-51255458	
chr14:51254366-51254477	
chr14:50723092-50723202	
chr14:50668257-50668371	
chr14:50634780-50634892	
chr14:50634329-50634442	
chr14:50618827-50618942	
chr14:50527361-50527476	
chr14:50480353-50480467	
chr14:50479136-50479247	
chr14:50327284-50327400	
chr14:50323039-50323153	
chr14:50246073-50246183	
chr14:50225902-50226021	
chr14:50204854-50204965	
chr14:50161739-50161857	
chr14:50141960-50142075	
chr14:50120268-50120379	
chr14:50118238-50118348	
chr14:49990947-49991058	
chr14:49894403-49894525	
chr14:49892532-49892646	
chr14:49860972-49861085	
chr14:49783319-49783430	
chr14:49783247-49783360	
chr14:49707777-49707888	
chr14:49646252-49646385	
chr14:49632865-49632976	
chr14:49632397-49632512	
chr14:49625309-49625422	
chr14:49623220-49623331	
chr14:49600512-49600622	
chr14:49591237-49591370	
chr14:49576073-49576187	
chr14:45222253-45222363	
chr14:45209284-45209394	
chr14:45115241-45115359	
chr14:45111303-45111414	
chr14:44906871-44906983	
chr14:44897465-44897578	
chr14:39428466-39428578	
chr14:39416206-39416316	
chr14:39403753-39403868	
chr14:39180716-39180826	
chr14:39148404-39148514	
chr14:39125969-39126083	
chr14:36320557-36320675	
chr14:35657142-35657254	
chr14:35253338-35253452	
chr14:35230888-35231030	
chr14:35192931-35193045	
chr14:35165636-35165746	
chr14:35138747-35138859	
chr14:35136331-35136441	
chr14:35082498-35082615	
chr14:35081211-35081323	
chr14:35024612-35024724	
chr14:34868887-34868997	
chr14:34790118-34790232	
chr14:34762434-34762546	
chr14:34755951-34756062	
chr14:34713150-34713261	
chr14:34516079-34516189	
chr14:34433912-34434025	
chr14:33924487-33924602	
chr14:32807019-32807138	
chr14:32724013-32724130	
chr14:32723509-32723642	
chr14:32548595-32548708	
chr14:32461468-32461579	
chr14:32459691-32459802	
chr14:32269019-32269130	
chr14:32157778-32157889	
chr14:32110159-32110273	
chr14:31446282-31446393	0
chr14:31325434-31325576	
chr14:31293244-31293354	
chr14:31293083-31293193	
chr14:31292533-31292651	
chr14:31161820-31161931	
chr14:31161547-31161663	
chr14:31154247-31154357	
chr14:31151646-31151757	
chr14:31062919-31063033	
chr14:30934291-30934402	
chr14:30895044-30895155	
chr14:30894843-30894958	
chr14:26597657-26597771	
chr14:26597499-26597611	
chr14:24812036-24812151	
chr14:24439135-24439246	
chr14:24316724-24316834	
chr14:24300593-24300719	
chr14:24286189-24286300	
chr14:24177147-24177257	
chr14:24176020-24176132	
chr14:24167359-24167472	
chr14:24166330-24166442	
chr14:24140133-24140243	
chr14:24125001-24125111	
chr14:23940672-23940794	
chr14:23357951-23358061	
chr14:23325945-23326059	
chr14:23325584-23325695	
chr14:23325299-23325413	
chr14:23275612-23275723	
chr14:23275567-23275687	
chr14:23274855-23274969	
chr14:23127034-23127144	
chr14:23080619-23080739	
chr14:22902006-22902125	
chr14:22880555-22880665	
chr14:22834797-22834912	
chr14:22771454-22771567	
chr14:22551985-22552095	
chr14:21524892-21525009	
chr14:21471631-21471743	
chr14:21466861-21466974	
chr14:21465619-21465730	
chr14:21415771-21415885	
chr14:21415495-21415612	
chr14:21385420-21385535	
chr14:21379831-21379962	
chr14:21210495-21210605	
chr14:21199830-21199946	
chr14:21086857-21086972	
chr14:20367318-20367434	
chr13:114321036-114321155	
chr13:114291669-114291779	
chr13:114036482-114036599	
chr13:114031432-114031542	
chr13:114013928-114014038	
chr13:114013691-114013808	
chr13:114013574-114013688	
chr13:113549782-113549892	
chr13:113549763-113549875	
chr13:113456823-113456940	
chr13:113423206-113423316	
chr13:113335741-113335853	
chr13:113264897-113265007	
chr13:113091051-113091164	
chr13:113019385-113019499	
chr13:112886486-112886598	
chr13:112885028-112885140	
chr13:112800166-112800277	
chr13:112698668-112698783	
chr13:111285750-111285860	
chr13:110899778-110899890	
chr13:110897244-110897362	
chr13:110891821-110891941	
chr13:110512265-110512376	
chr13:109785919-109786044	
chr13:109783899-109784024	
chr13:109755164-109755276	
chr13:106558071-106558181	
chr13:106543775-106543892	
chr13:106496646-106496756	
chr13:106492218-106492328	
chr13:102802580-102802690	
chr13:102678743-102678867	
chr13:101720480-101720615	
chr13:101718515-101718625	
chr13:101596005-101596118	
chr13:101524339-101524451	
chr13:100656492-100656610	
chr13:100623595-100623716	
chr13:100531753-100531863	
chr13:100494627-100494742	
chr13:100458244-100458395	
chr13:100453438-100453552	
chr13:100296366-100296480	
chr13:100235228-100235342	
chr13:100086368-100086486	
chr13:99891501-99891614	
chr13:99871940-99872056	
chr13:99864891-99865006	
chr13:99621705-99621818	
chr13:99216784-99216897	
chr13:99025310-99025426	
chr13:98883101-98883212	
chr13:98812122-98812232	
chr13:98795713-98795826	
chr13:98794152-98794262	
chr13:98448754-98448864	
chr13:98448687-98448805	
chr13:98407294-98407407	
chr13:98395362-98395472	
chr13:98301915-98302025	
chr13:98250670-98250781	
chr13:98177601-98177714	
chr13:97467627-97467738	
chr13:97466159-97466273	
chr13:97329776-97329898	
chr13:97297858-97297970	
chr13:95847011-95847123	
chr13:95689923-95690033	
chr13:95021187-95021298	
chr13:95020946-95021057	
chr13:94574824-94574936	
chr13:94404259-94404372	
chr13:94224206-94224334	
chr13:93928855-93928967	
chr13:93899395-93899508	
chr13:79320692-79320806	
chr13:79319945-79320057	
chr13:77111533-77111647	
chr13:77044851-77044965	
chr13:77004634-77004746	
chr13:76886208-76886328	
chr13:76881786-76881902	
chr13:75788402-75788523	
chr13:75449511-75449621	
chr13:74112154-74112273	
chr13:74084773-74084883	
chr13:73916197-73916317	
chr13:73687516-73687627	
chr13:72994062-72994172	
chr13:72952584-72952698	
chr13:72761313-72761423	
chr13:72749458-72749569	
chr13:72708777-72708890	
chr13:71675466-71675577	
chr13:67224881-67224991	
chr13:67224680-67224797	
chr13:67207129-67207239	
chr13:66622796-66622906	
chr13:66547883-66547993	
chr13:66382988-66383101	
chr13:66303062-66303172	
chr13:61410951-61411066	
chr13:60544406-60544521	
chr13:60444609-60444720	
chr13:52414135-52414249	
chr13:52147952-52148075	
chr13:52008819-52008937	
chr13:51967184-51967294	
chr13:51708531-51708642	
chr13:51452702-51452816	
chr13:51407030-51407142	
chr13:51365341-51365451	
chr13:50913438-50913551	
chr13:50087247-50087369	
chr13:50082890-50083001	
chr13:50016813-50016929	
chr13:49768517-49768646	
chr13:49766947-49767064	
chr13:49757211-49757323	
chr13:49742567-49742678	
chr13:49701148-49701263	
chr13:49551849-49551967	
chr13:49526118-49526240	
chr13:49524240-49524351	
chr13:49518274-49518391	
chr13:49483559-49483696	
chr13:49441171-49441294	
chr13:49258383-49258493	
chr13:48997850-48997964	
chr13:48404392-48404502	
chr13:48327132-48327244	
chr13:48308601-48308711	
chr13:48053761-48053873	
chr13:47946530-47946643	
chr13:46771284-46771398	
chr13:46751472-46751582	
chr13:46668997-46669113	
chr13:46159642-46159752	
chr13:45529415-45529527	
chr13:45520272-45520385	
chr13:45513165-45513277	
chr13:45489136-45489262	
chr13:45390021-45390134	
chr13:45389230-45389344	
chr13:45368972-45369083	
chr13:45353052-45353162	
chr13:45331891-45332001	
chr13:45207354-45207464	
chr13:44799442-44799552	
chr13:44576146-44576258	
chr13:44403989-44404100	
chr13:43640869-43640987	
chr13:43107474-43107606	
chr13:43107241-43107353	
chr13:42989536-42989660	
chr13:42988800-42988927	
chr13:42963188-42963301	
chr13:42894625-42894743	
chr13:42886457-42886567	
chr13:42322711-42322825	
chr13:42320219-42320342	
chr13:42319856-42320000	
chr13:42310806-42310922	
chr13:42134958-42135068	
chr13:41895781-41895899	
chr13:41879332-41879466	
chr13:41863345-41863484	
chr13:41728568-41728681	
chr13:41466171-41466281	
chr13:41373034-41373146	
chr13:41329976-41330087	
chr13:41324829-41324941	
chr13:41261284-41261398	
chr13:41191587-41191697	
chr13:41191340-41191457	
chr13:41061049-41061159	
chr13:41060894-41061005	
chr13:41060864-41060996	
chr13:41012672-41012782	
chr13:41012495-41012610	
chr13:41002534-41002651	
chr13:40931722-40931841	
chr13:40811445-40811560	
chr13:40807343-40807455	
chr13:40762405-40762519	
chr13:40650100-40650210	
chr13:40630601-40630713	
chr13:40595888-40596008	
chr13:40558877-40558988	
chr13:39751177-39751290	
chr13:39343722-39343834	
chr13:39343553-39343700	
chr13:39048997-39049112	
chr13:39041149-39041259	
chr13:39040137-39040254	
chr13:38362418-38362531	
chr13:38361027-38361138	
chr13:37756485-37756598	
chr13:36848141-36848251	
chr13:36846073-36846183	
chr13:36845579-36845689	
chr13:36845267-36845388	
chr13:36845064-36845184	
chr13:36844900-36845011	
chr13:36092156-36092266	
chr13:35847673-35847787	
chr13:35847573-35847708	
chr13:35793675-35793786	
chr13:35671339-35671454	
chr13:35566311-35566434	
chr13:35130623-35130733	
chr13:33833319-33833429	
chr13:33823875-33823985	
chr13:33190538-33190654	
chr13:33127834-33127952	
chr13:32770053-32770163	
chr13:32697999-32698111	
chr13:32664814-32664924	
chr13:32532540-32532658	
chr13:32529623-32529738	
chr13:32487815-32487926	
chr13:32482464-32482579	
chr13:32411274-32411393	
chr13:31317927-31318037	
chr13:30656823-30656936	
chr13:30621222-30621334	
chr13:30523475-30523585	
chr13:30518661-30518772	
chr13:30482738-30482849	
chr13:30481212-30481322	
chr13:30474995-30475110	
chr13:30461352-30461466	
chr13:30461322-30461433	
chr13:30460903-30461018	
chr13:30205700-30205839	
chr13:30205593-30205704	
chr13:29842084-29842208	
chr13:29595456-29595579	
chr13:29579313-29579428	
chr13:29511919-29512029	
chr13:29505404-29505516	
chr13:29503692-29503803	
chr13:29492141-29492251	
chr13:28716941-28717054	
chr13:28389096-28389209	
chr13:28388404-28388515	
chr13:28387653-28387763	
chr13:28301122-28301236	
chr13:28248470-28248580	
chr13:28221297-28221408	
chr13:28206688-28206800	
chr13:28205811-28205927	
chr13:28201151-28201266	
chr13:28138669-28138780	
chr13:27925406-27925516	
chr13:27620446-27620570	
chr13:27604805-27604920	
chr13:27273640-27273770	
chr13:27256483-27256594	
chr13:26376179-26376289	
chr13:26330583-26330694	
chr13:25335925-25336037	
chr13:24304409-24304520	
chr13:24188294-24188405	
chr13:23671457-23671569	
chr13:23329203-23329313	
chr13:21563763-21563877	
chr13:21375313-21375426	
chr13:21305314-21305425	
chr13:21177290-21177403	
chr13:21148439-21148549	
chr13:21054373-21054489	
chr13:21046033-21046144	
chr13:21042933-21043043	
chr13:20998319-20998437	
chr13:20974373-20974486	
chr13:20973953-20974064	
chr13:20973464-20973585	
chr13:20789717-20789832	
chr13:20785926-20786066	
chr13:20592378-20592490	
chr13:20575015-20575126	
chr13:20086183-20086294	
chr13:20074785-20074897	
chr13:20050460-20050570	
chr13:19970550-19970672	
chr13:19853566-19853678	
chr13:19851172-19851290	
chr13:19841645-19841757	
chr13:19836974-19837087	
chr13:19834944-19835059	
chr13:19714445-19714562	
chr13:19710792-19710905	
chr13:19702998-19703111	
chr13:19702080-19702192	
chr13:19673048-19673160	
chr13:19672448-19672567	
chr13:19661677-19661787	
chr13:19659614-19659728	
chr13:19650664-19650774	
chr12:133103378-133103495	
chr12:133102700-133102814	
chr12:133099883-133099995	
chr12:133089166-133089279	
chr12:133051062-133051173	
chr12:132971924-132972038	
chr12:132968948-132969064	
chr12:132962108-132962249	
chr12:132848057-132848167	
chr12:132771797-132771913	
chr12:132770182-132770300	
chr12:132722204-132722317	
chr12:132654186-132654296	
chr12:132645750-132645866	
chr12:132584769-132584902	
chr12:132583561-132583675	
chr12:132566370-132566484	
chr12:131901305-131901419	
chr12:131726915-131727029	
chr12:131108812-131108927	
chr12:130960628-130960738	
chr12:130960503-130960619	
chr12:130877000-130877114	
chr12:130791475-130791591	
chr12:130164721-130164834	
chr12:128793735-128793845	
chr12:126045451-126045563	
chr12:125140559-125140672	
chr12:125030912-125031029	
chr12:125029529-125029643	
chr12:125028447-125028557	
chr12:125026901-125027017	
chr12:125026268-125026381	
chr12:124993785-124993914	
chr12:124402503-124402614	
chr12:124378299-124378411	
chr12:124340104-124340215	
chr12:123755625-123755739	
chr12:123691689-123691799	
chr12:123661590-123661702	
chr12:123597797-123597913	
chr12:123584514-123584641	
chr12:123511502-123511612	
chr12:123507514-123507628	
chr12:123415879-123415990	
chr12:123410663-123410777	
chr12:123408516-123408636	
chr12:123354797-123354907	
chr12:123324274-123324391	
chr12:123312661-123312774	
chr12:123294584-123294711	
chr12:123291869-123291979	
chr12:123290692-123290804	
chr12:123257476-123257586	
chr12:123240563-123240675	
chr12:123157333-123157444	
chr12:123154164-123154280	
chr12:123142832-123142946	
chr12:123119784-123119895	
chr12:123029823-123029935	
chr12:123018243-123018362	
chr12:122981722-122981832	
chr12:122934590-122934706	
chr12:122855264-122855374	
chr12:122769464-122769576	
chr12:122769269-122769381	
chr12:122769196-122769308	
chr12:122481419-122481530	
chr12:122420295-122420408	
chr12:122375265-122375380	
chr12:122288403-122288514	
chr12:122277302-122277415	
chr12:122232011-122232122	
chr12:122146571-122146690	
chr12:122144836-122144947	
chr12:122144368-122144492	
chr12:122061871-122061985	
chr12:122060911-122061022	
chr12:122060741-122060852	
chr12:122044296-122044409	
chr12:121831846-121831956	
chr12:121831401-121831511	
chr12:121802533-121802645	
chr12:121778400-121778521	
chr12:121776751-121776864	
chr12:121769112-121769223	
chr12:121724565-121724678	
chr12:121642740-121642860	
chr12:121642627-121642737	
chr12:121626780-121626891	
chr12:121331788-121331905	
chr12:121323282-121323392	
chr12:121296630-121296749	
chr12:121274392-121274506	
chr12:121240474-121240587	
chr12:121238512-121238623	
chr12:121222348-121222459	
chr12:121002981-121003094	
chr12:120984293-120984411	
chr12:120966225-120966342	
chr12:120764268-120764381	
chr12:120763823-120763934	
chr12:120763758-120763869	
chr12:120723453-120723563	
chr12:120700398-120700509	
chr12:120697257-120697376	
chr12:120577134-120577245	
chr12:120461849-120461961	
chr12:120460948-120461063	
chr12:120217869-120217979	
chr12:120117933-120118045	
chr12:119989457-119989568	
chr12:119989269-119989379	
chr12:119194655-119194779	
chr12:118417627-118417742	
chr12:118415876-118415992	
chr12:118238129-118238241	
chr12:118231352-118231462	
chr12:118229053-118229163	
chr12:118170123-118170233	
chr12:118150906-118151024	
chr12:118149869-118149980	
chr12:118102541-118102653	
chr12:118068472-118068598	
chr12:118064387-118064501	
chr12:118055861-118055974	
chr12:118033497-118033614	
chr12:118032813-118032923	
chr12:117145408-117145518	
chr12:117145044-117145155	
chr12:116253222-116253342	
chr12:116226009-116226127	
chr12:116170558-116170674	
chr12:116148559-116148681	
chr12:116145609-116145754	
chr12:116130802-116130914	
chr12:115959337-115959447	
chr12:114684021-114684145	
chr12:114683740-114683853	
chr12:114671370-114671480	
chr12:113944846-113944960	
chr12:113927091-113927205	
chr12:113922564-113922680	
chr12:113389649-113389759	
chr12:113302959-113303075	
chr12:113180900-113181015	
chr12:113108787-113108902	
chr12:113000470-113000581	
chr12:112972829-112972963	
chr12:112932110-112932223	
chr12:112907144-112907255	
chr12:112506896-112507043	
chr12:112506386-112506498	
chr12:112506127-112506237	
chr12:112335963-112336074	
chr12:112303825-112303935	
chr12:112301750-112301861	
chr12:112182334-112182448	
chr12:112027258-112027376	
chr12:111877812-111877923	
chr12:111849843-111849953	
chr12:111842200-111842311	
chr12:111814784-111814902	
chr12:111739707-111739817	
chr12:111710447-111710562	
chr12:111697312-111697428	
chr12:111663406-111663524	
chr12:111661663-111661777	
chr12:111655284-111655401	
chr12:111642275-111642387	
chr12:111503538-111503648	
chr12:111452379-111452500	
chr12:111449881-111449995	
chr12:110582884-110583004	
chr12:110534347-110534465	
chr12:110534073-110534187	
chr12:110167797-110167914	
chr12:110041870-110041981	
chr12:110039018-110039130	
chr12:110025778-110025888	
